x,y,z
5083.622025662889,55677.24484477393,198.62334629912257
5196.084941816809,55900.520666326905,199.5097534036007
5308.547857970729,56123.79648787988,200.39616050807885
5391.25179854242,56359.720327739095,200.75991910412336
5409.3725114180415,56609.06274243198,200.04577212408122
5427.493224293663,56858.40515712487,199.33162514403907
5445.613937169284,57107.74757181776,198.61747816399694
5493.277461542983,57353.161891783566,196.31879025537174
5676.152664552783,57523.622034116386,186.70963102641312
5859.027867562583,57694.08217644921,177.10047179745453
6041.903070572384,57864.54231878202,167.4913125684963
6203.058510809281,58055.667733319315,161.00780001964858
6332.38763388637,58269.61627368384,158.74259253909855
6461.716756963458,58483.56481404837,156.47738505854846
6591.045880040549,58697.51335441289,154.2121775779984
6711.69434032763,58916.474421797844,154.85544492596043
6831.434692070161,59135.93341150794,155.79921230647093
6951.175043812691,59355.392401218036,156.7429796869814
7036.679791118476,59590.31566142906,157.69485489503515
7108.953150379253,59829.64088270998,158.64426755184613
7181.226509640031,60068.966103990904,159.5936802086571
7272.994294117798,60301.5143220706,160.6393427693999
7378.87614833728,60527.98514347381,161.75206724604985
7484.758002556761,60754.455964877016,162.8647917226998
7590.639856776243,60980.92678628022,163.97751619934976
7668.949907397063,61218.345269073296,172.25502056160826
7746.679832819405,61455.954314973984,180.67903440508917
7824.409758241747,61693.56336087468,189.10304824857033
7900.1727078327485,61931.806882233126,197.3043842741647
7946.090297213343,62177.55385573529,202.130017281909
7992.007886593935,62423.30082923746,206.9556502896533
8037.925475974527,62669.047802739624,211.78128329739758
8063.079840894393,62917.77909937412,213.1781159743634
8081.1898643618815,63167.12229067881,213.41603606254714
8099.29988782937,63416.4654819835,213.65395615073086
8117.409911296859,63665.808673288186,213.8918762389146
8103.380800029136,63915.41473098118,202.3043122181006
8063.084264323151,64162.14573675487,181.13131931395105
8022.787728617166,64408.87674252856,159.9583264098015
7982.49119291118,64655.60774830225,138.78533350565192
7959.360083086028,64904.53535175003,110.60612698970402
7941.257776122352,65153.8791033914,80.40833059983359
7923.155469158675,65403.22285503277,50.21053420996316
7905.053162194999,65652.56660667414,20.012737820092738
7897.25169185455,65902.44485114637,14.899547674388812
7897.250143514874,66152.44485114158,28.765036040915994
7897.248595175199,66402.44485113678,42.63052440744237
7910.799295285991,66652.07733805806,32.44345316203929
7935.807816751588,66900.82334074777,1.8890890928269286
7960.816338217184,67149.56934343747,-28.665274976385433
