x,y,z
0.0,0.0,0.0
10.802912792096686,249.7664850919882,2.6802461894097482
21.60582558419337,499.53297018397626,5.360492378819496
32.40873837629005,749.2994552759644,8.040738568229244
43.21165116838672,999.0659403679522,10.720984757638988
54.014563960483386,1248.83242545994,13.401230947048733
64.8174767525801,1498.5989105519288,16.08147713645849
75.62038954467673,1748.3653956439157,18.76172332586822
70.9967632366685,1998.3226361466943,19.82841581943128
64.86913235434007,2248.2475291441106,20.737479459521424
58.74150147201165,2498.172422141527,21.64654309961157
48.937565045681254,2747.9801138376565,22.202834891306264
36.79626377784413,2997.685117398906,22.534668619275298
24.65496251000701,3247.3901209601554,22.866502347244328
36.129789517975055,3497.1266388047375,22.785108671076063
63.36385412753886,3745.638823063059,22.427369537076466
90.59791873710263,3994.151007321381,22.06963040307687
95.89874624623364,4244.094803459069,22.696370815108388
95.89872733922766,4494.094803459068,23.56004008844701
95.89870843275752,4744.094803459067,25.348075942141097
95.89868952684377,4994.0948034590665,28.09593066134677
95.89867062093002,5244.094803459066,30.84378538055244
175.7470922623872,5481.000332228168,31.699238799108745
260.1265021206014,5716.330133128903,32.43815580224641
311.9576181399511,5960.898191984079,33.161931684009836
265.80699997345545,6206.601509916195,33.76814476840404
326.28897727895605,6449.1750666391345,34.769743283067136
442.63473419288385,6670.452414888171,35.91594783370511
557.6723329871523,6892.412661021683,37.0
649.3807732186161,7124.984288677148,37.0
741.08921345008,7357.5559163326125,37.0
794.4711233777464,7601.790172104555,37.70482344914221
817.8401622312367,7850.6955517633,38.93269443927848
841.209201084727,8099.600931422045,40.16056542941475
838.1096243343807,8349.581715931512,41.75171968248351
779.9972265584781,8592.733827221411,44.041750101549184
721.8848287825755,8835.88593851131,46.33178052061485
793.5259642582222,9075.401173324797,48.74569544723496
909.838986268816,9296.695730218462,51.03747418136359
1017.3679204751543,9522.3891689987,53.36441006867819
1070.8522801073668,9766.601009978476,55.82335774643519
1124.3366397395796,10010.812850958253,58.2823054241922
1170.6662032856655,10256.482489989268,59.52878897003649
1200.3190002544163,10504.717684173997,57.970747887460696
1229.9717972231674,10752.952878358725,56.412706804884905
1277.1859283281997,10998.454051113555,62.462704874201215
1330.6618663680504,11242.6677363377,71.24329450644557
1384.1378044079013,11486.881421561846,80.02388413868991
1454.5701894944536,11726.75488639491,86.36493875436743
1527.098331239449,11966.003018373027,92.39879694780288
1599.6264729844445,12205.251150351143,98.43265514123834
1686.3689168043493,12439.72022814212,101.1892677039496
1778.0211708620795,12672.31400348045,102.79449307645564
1839.4434079806933,12914.65118343298,103.80539520142858
1812.2359529180324,13163.166282348546,103.09063066487751
1785.0284978553711,13411.681381264112,102.37586612832644
1757.8220819153332,13660.196593940716,102.33887641600637
1730.6168184480605,13908.71193278256,103.05359456915089
1703.411554980788,14157.227271624404,103.7683127222954
1839.7312167461894,14366.790984647834,104.3177509298819
2026.5890794124912,14532.875719526695,104.72683732257683
2151.3610631950432,14749.513555702573,105.91211126404887
2151.3606394997437,14999.513555702215,108.06867415067836
2168.248928588079,15248.942474818801,109.66553268001776
2197.8842099737262,15497.179760690995,110.8333854122842
2227.488071893466,15745.420795492731,112.00102324490004
2227.4876332538665,15995.420795492346,112.95937847004123
2227.4871946142666,16245.42079549196,113.91773369518243
2227.486755997975,16495.420795491576,115.9710680665322
2227.4863173838717,16745.42079549119,118.12722292347559
2250.6570741087307,16994.34471164389,120.48699486472006
2397.940428684214,17196.35365566616,123.5824940278229
2545.2237832596984,17398.36259968843,126.67799319092576
2554.424824248049,17648.193224001643,128.0
2476.439740567336,17885.718647321573,128.0
2398.4546568866226,18123.244070641504,128.0
2405.063654743784,18373.156697668077,128.665311604796
2437.6025107273254,18621.03009852279,129.5201764099723
2473.629693063277,18868.42056344198,130.46667916384902
2514.108091782492,19115.121798212156,131.53011486037164
2564.418298632577,19360.007247119807,132.21296310504428
2622.4460893450578,19603.17956360552,132.59408670788278
2680.4738800575387,19846.351880091235,132.97521031072128
2771.8187507015696,20079.066543589317,134.4378934024088
2865.4135350256042,20310.885473677732,135.97470407702144
2959.0083193496394,20542.704403766147,137.51151475163408
3013.5879850293986,20786.67378728442,137.34767142464065
3049.660211448715,21034.057688298923,136.3999877433045
3064.884823718806,21283.59368005407,136.45488949178363
3064.8842205107667,21533.59368005334,137.23851721399717
3064.883617303721,21783.593680052614,137.97564218211915
3064.8830141308445,22033.593680051887,137.1137087286892
3064.8824109579677,22283.59368005116,136.2517752752593
3120.8425795031426,22527.25011755363,136.0
3198.7504102789544,22764.80089087127,136.0
3217.1360616355178,23014.123909913225,136.60566764112414
3217.1354285676143,23264.123909912425,137.3891502127817
3208.1252183290685,23513.961489374477,138.1183474300738
3167.6552038016107,23760.66409966498,138.6499426393992
3141.005340528426,24009.239610903558,139.13493335026328
3141.004722504347,24259.239610902794,139.52663056428048
3141.004104480268,24509.23961090203,139.9183277782977
3141.0034864833847,24759.239610901266,139.62110465173518
3141.002868493666,25009.239610900502,139.14239404453144
3141.0022505293014,25259.23961089974,139.0
3141.001632575671,25509.239610898974,139.0
3141.0010146220407,25759.23961089821,139.0
3165.924719540601,26007.99412630071,139.65479986972005
3193.087758749686,26256.514083851256,140.36843044913232
3212.8599659076717,26505.73097698674,141.1121073494249
3176.798668370687,26753.11647134716,142.0594765376804
3141.2193881195635,27000.57174976492,142.9970911936534
3170.8144900524267,27248.813829077804,142.60832856150282
3200.40959198529,27497.05590839069,142.2195659293522
3196.553256655615,27747.02616397688,142.54042752880133
3150.503503200554,27992.748405963088,143.75020989295638
3204.376031957364,28236.874911376464,144.832565109758
3282.2346325695244,28474.441824709775,145.8553116625948
3360.093233181685,28712.008738043085,146.87805821543162
3351.2186464046067,28961.85117180792,145.09194077581108
3330.794797815582,29211.015507957403,142.9457422575648
3310.3709492265575,29460.179844106886,140.79954373931855
3266.165093820367,29706.240491809454,139.21343848461026
3118.877083850074,29908.2460415327,140.37429205179393
2971.589073879782,30110.251591255947,141.5351456189776
2975.9146887020356,30360.21416656755,145.74213417852536
3063.5792828153376,30594.340027887803,150.92415771453892
3151.243876928639,30828.465889208055,156.10618125055245
3217.1156705230983,31069.631613988025,160.48153557679717
3217.1150379449377,31319.631613987225,162.32674090923626
3179.9184150166816,31566.848950035353,163.0
3121.9342986253605,31810.03168430388,163.0
3066.06801797191,32053.70966584089,162.96293832698214
3133.6527740120073,32294.40096346297,160.89140971511426
3201.2375300521053,32535.09226108505,158.8198811032464
3268.8222860922033,32775.78355870713,156.7483524913785
3349.2899642384855,33012.4794665166,156.73629828609742
3436.9310001830195,33246.61414745594,157.8875441997748
3487.057984054554,33491.53716697012,157.4539831420196
3533.056605628789,33737.26898585662,156.84973943262793
3579.0552272030236,33983.000804743126,156.24549572323625
3644.1013260858617,34224.39054151775,156.0
3721.908512501827,34461.97429883721,156.0
3814.0168253813176,34694.38784985886,155.71967506614666
3914.040861555576,34923.506142859245,155.28170091526397
3949.1983160269815,35171.02170478433,155.38326458813316
3879.2711807766896,35411.042945002126,156.30181421284163
3803.5952255402985,35649.31411362951,157.14794019798063
3710.061283759234,35881.157599056416,157.7622646633648
3616.527341978169,36113.00108448332,158.37658912874898
3522.9934001971033,36344.84456991023,158.99091359413313
3521.6092673336525,36594.8407382333,158.61419519052026
3521.6085752525632,36844.84073823234,158.2230187409181
3498.368883650424,37093.7582280442,157.5420996172098
3445.0165189147265,37337.99893959145,156.4908600636656
3391.6641541790295,37582.239651138705,155.4396205101214
3338.3136644293563,37826.48077225362,155.40772184637055
3284.9645223870652,38070.722187749336,156.10850665080454
3231.615380344775,38314.96360324505,156.80929145523854
3178.2684789898008,38559.20550815865,156.74497630727205
3124.9224153895675,38803.44759605171,156.3946037399519
3071.576351789335,39047.689683944765,156.04423117263175
2966.0990994672425,39274.34922873073,157.29707722806884
2853.53974003102,39497.57644616469,158.77564727547968
2740.980380594796,39720.80366359865,160.2542173228905
2662.4144915836287,39958.137607828896,160.2843735105099
2619.39186910289,40204.40789421132,158.87152713987936
2576.369246622151,40450.67818059374,157.45868076924882
2533.346624141412,40696.948466976166,156.04583439861827
2484.1546732810593,40942.06099617562,161.02276714910258
2434.756411238335,41187.132030178334,166.21388542034884
2385.3581491956106,41432.20306418105,171.40500369159508
2290.852313438064,41663.65208018191,172.77803148117619
2190.7666177137967,41892.74344516844,173.65451059791772
2112.7406200055298,42130.25543156413,175.2667757213724
2049.370645209287,42372.09059504191,177.3478360605303
1973.772734867943,42610.38653699649,178.73425210914772
1853.9405291587482,42829.79538475535,177.474961896601
1734.108323449551,43049.2042325142,176.21567168405434
1614.1854382165839,43268.56353046485,174.990714254098
1491.7436819808422,43486.52686758811,174.72264823565231
1369.301925745103,43704.49020471137,174.45458221720662
1246.8601695093616,43922.45354183463,174.18651619876093
1125.2130264388127,44140.86135438439,174.1915442883218
1005.3892523763977,44360.274806956106,174.8211465982914
885.5654783139798,44579.688259527815,175.45074890826098
759.5892434896572,44795.62803877075,175.76525199645266
595.0399142704073,44983.83940466956,173.96397945168945
430.49058505115823,45172.05077056837,172.16270690692625
309.37967511609594,45390.756388911155,170.22730815919482
271.5162883875046,45637.872482975145,168.26319508208556
233.6529016589124,45884.988577039134,166.2990820049763
217.2735260059193,46134.45143209619,165.34142814568042
242.3269691017991,46383.19291434039,166.3287481207908
267.3804121976791,46631.93439658459,167.31606809590122
318.60862660022343,46876.629451804605,168.2669771250969
424.56691090476636,47103.064524148176,169.10210196442728
530.5251952093106,47329.49959649175,169.93722680375762
636.4834795138552,47555.93466883532,170.77235164308797
722.0709238269701,47790.827813426535,171.9931582376274
799.8686745110563,48028.41466068138,173.35576742485443
877.6664251951427,48266.00150793623,174.71837661208147
936.0781101448217,48509.081896000214,173.70247079811926
989.3824223820706,48753.33309926627,172.0686450879593
1042.68673461932,48997.58430253232,170.43481937779936
1095.9910468565697,49241.83550579837,168.8009936676394
1149.2932932589724,49486.087159894014,166.929293290266
1202.5935527978274,49730.33924756798,164.82881196753516
1255.8938123366825,49974.591335241945,162.72833064480434
1395.2275351564847,50182.163283455506,164.7781753742844
1570.5282145713493,50360.403772112506,168.80802554464833
1745.8288939862143,50538.644260769506,172.83787571501225
1921.1295734010796,50716.88474942651,176.8677258853762
2096.4302528159446,50895.12523808351,180.8975760557401
2237.4219204555798,51101.574625721725,183.0
2337.451578356288,51330.69046441532,183.0
2437.481236256996,51559.80630310891,183.0
2537.510894157704,51788.922141802504,183.0
2669.514122474134,52001.231227133394,182.5577564726152
2814.894908261026,52204.613692267405,181.92117453949714
2960.2756940479217,52407.99615740141,181.28459260637914
3086.580801522358,52623.7437409936,180.73153776337332
3196.7984337576895,52848.13641811217,180.248925499712
3279.8409126433617,53083.941309283924,180.68817286920802
3333.1275894462838,53328.19636056291,182.08815160974967
3386.414266249206,53572.4514118419,183.48813035029133
3535.637472649367,53773.03165681048,184.8521447549319
3725.4023200740485,53935.78700290359,186.09853679903776
3915.16716749873,54098.5423489967,187.34492884314358
4099.244994411336,54267.703082144595,188.88634883960128
4276.779520332572,54443.71868402671,190.75204834778867
4454.314046253809,54619.734285908824,192.61774785597603
4631.848572175045,54795.74988779094,194.48344736416342
4794.525158428389,54985.58225669824,196.16083902536732
4885.926640233087,55218.27469130647,196.96128758655587
4977.328122037786,55450.9671259147,197.76173614774441
